TEAM,MATCH UP,GAME DATE,W/L,MIN,OFFRTG,DEFRTG,NETRTG,AST%,AST/TO,AST RATIO,OREB%,DREB%,REB%,TOV%,EFG%,TS%,PACE,PIE
PHI,PHI vs. DEN,3/26/18,W,48,119.4,100,19.4,76.1,1.94,22.6,36.2,72.7,55.9,17.5,57.7,60.3,103.5,59.6
PHI,PHI vs. MIN,3/24/18,W,48,107.1,97.3,9.8,78.6,2.06,21.2,20.4,73.4,49.2,14.3,55.1,57.8,111.5,60.5
PHI,PHI @ ORL,3/22/18,W,48,111.3,94.2,17.1,71.4,1.67,20,29.4,82.8,57.8,17,55.6,59.3,105,60.9
PHI,PHI vs. MEM,3/21/18,W,48,116.7,102.9,13.7,69.6,2.29,23,12.2,63.3,42.6,13.7,61.3,64.1,102,59.9
PHI,PHI vs. CHA,3/19/18,W,48,110.2,95.9,14.3,71.4,1.88,20.8,32.7,81.5,57.5,16.3,54.8,55.9,98,58
PHI,PHI vs. BKN,3/16/18,W,48,123.7,119.6,4.1,69.8,6,21.1,29.6,64.7,46.7,5.2,51.6,56.4,97,53.3
PHI,PHI @ NYK,3/15/18,W,48,116.8,110,6.8,70.7,2.07,19.1,37.9,76.1,54.8,13.9,53.3,55.7,100.5,51.3
PHI,PHI vs. IND,3/13/18,L,48,99,102,-3,68.6,1.14,18.2,21.4,71.2,50.5,21.2,53.3,57.9,99,51.6
PHI,PHI @ BKN,3/11/18,W,48,120,98,22,66,3.3,22.3,32,70.4,51.9,10,57.4,58.3,99.5,66.6
PHI,PHI @ MIA,3/8/18,L,48,96.1,103.8,-7.7,82.4,1.56,19.9,18.5,76,46.2,17.5,48.3,52,103.5,45.1
PHI,PHI @ CHA,3/6/18,W,48,133.3,120,13.3,70,2.5,24.5,32.4,81.8,59.3,14.6,66.7,68.4,95.5,55.6
PHI,PHI @ MIL,3/4/18,L,48,112.2,118,-5.8,66.7,1,19.7,25,60,46.3,26.5,65.7,69,99,47.7
PHI,PHI vs. CHA,3/2/18,W,48,114.6,102.1,12.5,65.9,2.25,20.5,20.5,77.4,51.5,12.5,56.2,59.8,96.5,60.7
PHI,PHI @ CLE,3/1/18,W,48,111.3,101,10.3,55,2.2,16.2,32.1,78.6,55.4,10.3,50,53,96.5,54.8
PHI,PHI @ MIA,2/27/18,L,48,102,103,-1,71.4,1.09,17.6,37.3,74,55.4,23.2,48.8,53.7,99,48.6
PHI,PHI @ WAS,2/25/18,L,48,97.9,113.5,-15.6,77.4,1.5,17.3,34.4,73,49,16.7,41.3,47.2,96,38.5
PHI,PHI vs. ORL,2/24/18,W,48,116,106.1,9.9,73.8,2.21,21.8,27.5,81.3,56.8,14,57.4,62.4,99.5,57.9
PHI,PHI @ CHI,2/22/18,W,48,114.9,111.7,3.2,59.5,2.27,18.7,16.7,68.5,44.1,10.9,57.9,59.5,102,53.3
PHI,PHI vs. MIA,2/14/18,W,48,110.6,106.3,4.4,64.1,1.32,17,47.5,83.3,63.6,20.2,47.3,50.5,95,49.8
PHI,PHI vs. NYK,2/12/18,W,48,111.3,94.8,16.5,65.9,1.42,20.3,23.7,67.3,48.3,19.6,61.3,63.1,97,66.3
PHI,PHI vs. LAC,2/10/18,W,48,108.7,94.2,14.5,74.4,2.67,22.5,14,74.1,45.2,11.7,55,57.4,103.5,59.3
PHI,PHI vs. NOP,2/9/18,W,48,98,79.6,18.4,66.7,1.63,18.6,21.8,78.8,52.9,15.7,49.5,51.6,102.5,64.4
PHI,PHI vs. WAS,2/6/18,W,48,123.7,110.9,12.8,60,1.59,20.1,36.8,60,50.5,18.3,63.4,65.2,92.5,59
PHI,PHI @ IND,2/3/18,L,48,95.8,102,-6.2,63.6,1.17,15.3,33.9,77.8,52.9,18.8,43.7,47.2,97,38
PHI,PHI vs. MIA,2/2/18,W,48,113.2,104.3,8.9,66.7,2.8,21.5,23.9,60.3,44.2,11,54.1,56.2,92,56.8
PHI,PHI @ BKN,1/31/18,L,48,116.1,127.5,-11.3,47.2,2.13,14.2,25.6,70.7,47.6,8.6,52,59.4,92,48.5
PHI,PHI @ MIL,1/29/18,L,48,102.2,112.6,-10.5,61.1,1.57,17.2,27.7,78.6,51.7,15.1,45.1,51.6,94,43.2
PHI,PHI @ OKC,1/28/18,L,48,115.5,124.5,-9,50,1.06,14.6,34.1,56,46.2,18.6,57.2,62.5,97.5,48.2
PHI,PHI @ SAS,1/26/18,W,48,111.5,89.7,21.8,60.5,2.3,18.7,29.5,83.3,57.6,11.5,53.8,55.8,87,58
PHI,PHI vs. CHI,1/24/18,W,48,115,101,14,73.8,2.07,22.5,17.1,72.9,50,15,61.7,64,100,60.3
PHI,PHI @ MEM,1/22/18,L,48,108.6,114.1,-5.5,65.6,0.88,15.9,44.2,68.8,57.1,25.8,54.9,59.7,92.5,48.4
PHI,PHI vs. MIL,1/20/18,W,48,118.4,94,24.4,71.1,1.78,22.4,31,74.5,54.8,18.4,58.8,62.1,99,64.6
PHI,PHI @ BOS,1/18/18,W,48,91.8,82.5,9.3,52.9,0.72,14.3,27.5,86.7,58.8,25.8,50.7,55.3,97,61
PHI,PHI vs. TOR,1/15/18,W,48,105.4,100.9,4.5,55,1,15.4,24.4,74.6,52.9,19.8,53.1,59.9,110.5,57.8
PHI,PHI vs. BOS,1/11/18,L,48,100,110.7,-10.7,52.6,1.05,15.4,15.6,71.4,44.7,18.4,53,57.3,103,45.9
PHI,PHI vs. DET,1/5/18,W,48,120,83,37,65.9,2.07,20.9,32.6,86.5,61.2,14.7,56.7,59.5,94.5,67.5
PHI,PHI vs. SAS,1/3/18,W,48,110.9,108.2,2.7,63.9,1.77,16.3,34,68,51,12.9,49.4,56.6,99.5,57.6
PHI,PHI @ PHX,12/31/17,W,48,116,103.8,12.3,55.8,1.14,16.9,33.3,69.6,54.7,19.8,62.3,66.9,106,62.4
PHI,PHI @ DEN,12/30/17,W,48,107,100,7,75.6,2.62,23.6,20.4,74.1,49.5,13,52.7,54.9,101,52
PHI,PHI @ POR,12/28/17,L,48,108.9,110.7,-1.8,66.7,2,20.7,12.8,71.1,41.3,13.9,57.5,59,102,48.9
PHI,PHI @ NYK,12/25/17,W,48,107.1,102.1,5.1,60,1.4,15.7,31.3,60.3,47.7,15.3,48.8,55.1,97,59.3
PHI,PHI @ TOR,12/23/17,L,48,85.1,101,-15.8,57.6,0.83,14.5,26.5,75,51.5,22.8,45.6,48.4,101,39.3
PHI,PHI vs. TOR,12/21/17,L,48,109,112.9,-3.9,60,1.13,18.8,39.5,51.9,46.3,24,57.6,59.1,100.5,50
PHI,PHI vs. SAC,12/19/17,L,48,97.9,103.1,-5.1,61.8,1.05,15.7,31.4,71.9,52.8,20.6,48.1,51.9,97.5,50.6
PHI,PHI @ CHI,12/18/17,L,48,107.5,109.3,-1.9,68.2,1.5,20.4,22.4,80,51.5,18.7,56,58.1,107,49
PHI,PHI vs. OKC,12/15/17,L,63,95.9,96.7,-0.8,79.5,1.75,20.8,19,70,46.9,16.4,50.5,53.8,93.33,54
PHI,PHI @ MIN,12/12/17,W,53,103.5,100,3.5,80,1.23,20.5,22.7,72.5,53.1,22.8,56.9,62.7,102.34,57.4
PHI,PHI @ NOP,12/10/17,L,48,117,124.8,-7.8,59.1,1.53,16.8,43.4,78.4,57.8,16,50.5,56.8,105.5,41.4
PHI,PHI @ CLE,12/9/17,L,48,99,107.1,-8.2,83.8,1.63,22.6,19.5,80.5,50,19.2,54.5,58.5,98.5,49.9
PHI,PHI vs. LAL,12/7/17,L,48,104,108.1,-4.1,74.4,1.61,21,24.4,66.7,48.6,18,54.3,57.6,99.5,53.2
PHI,PHI vs. PHX,12/4/17,L,48,104.1,118.6,-14.4,59,1.64,16.7,34.6,70.6,52.4,14.4,46.7,51.5,97,43.3
PHI,PHI vs. DET,12/2/17,W,48,108,103,5,77.1,1.5,18.2,40.4,71.7,55.1,18,46.5,54,100,55.5
PHI,PHI @ BOS,11/30/17,L,48,102.1,114.9,-12.8,68.6,1.26,17.4,35.8,75.6,53.2,20,51.2,52.8,94.5,42.2
PHI,PHI vs. WAS,11/29/17,W,48,110.3,106.6,3.7,62.2,1.35,14.8,43.9,80,61.6,15.9,47.5,54,106.5,58.8
PHI,PHI vs. CLE,11/27/17,L,48,95.8,118.9,-23.2,41.7,1.07,11.1,41,69.4,53.6,14.7,39.1,43.4,95,36
PHI,PHI vs. ORL,11/25/17,W,48,125,106.7,18.3,72.9,3.18,23.3,25,82.7,55,10.6,58.9,62.6,104,58.8
PHI,PHI vs. POR,11/22/17,W,48,96.2,76.4,19.8,59,1.28,16.3,25.5,76.6,52.9,17.1,49.4,51.8,105.5,68
PHI,PHI vs. UTA,11/20/17,W,48,104.9,84.3,20.6,45.5,1,14.8,29.5,85.7,61,19.6,54.1,56.5,102,62.9
PHI,PHI vs. GSW,11/18/17,L,48,114.9,121.6,-6.7,59.6,2.55,19.9,25,69.8,45.3,10.9,53.6,55.7,101.5,45
PHI,PHI @ LAL,11/15/17,W,48,108.5,102.8,5.7,64.3,1.69,19,20.8,62.9,45.8,15.1,52.9,58,106,60.2
PHI,PHI @ LAC,11/13/17,W,48,107.9,105,2.9,71.1,1.35,18.8,37.2,77.8,59.8,19.8,53.9,59,100.5,61.1
PHI,PHI @ GSW,11/11/17,L,48,103.6,122.7,-19.1,68.2,1.5,19.6,25,80,47.1,18.2,53.2,55.4,110,38.9
PHI,PHI @ SAC,11/9/17,L,48,104.9,105.8,-1,62.2,1.35,16.4,26.4,76.8,52.3,16.5,51.1,54.6,103,47.4
PHI,PHI @ UTA,11/7/17,W,48,97.2,90.7,6.5,67.6,1.05,16.3,24.5,70.3,52,20.6,49.4,55.2,107,58.2
PHI,PHI vs. IND,11/3/17,W,48,115.2,101.9,13.4,73.9,1.7,22.4,29.2,72.7,52.4,19,59.8,61.6,106.5,57.2
PHI,PHI vs. ATL,11/1/17,W,48,106.3,97.3,8.9,78.3,2.25,21.6,32.8,74.5,53.1,14.3,53,54.1,112,57.1
PHI,PHI @ HOU,10/30/17,W,48,112.7,103.9,8.9,61.4,1.29,19.4,28.2,75,55.8,20.6,61.3,63.5,102.5,59.8
PHI,PHI @ DAL,10/28/17,W,48,117.9,114.6,3.3,58.1,1.79,19.2,30.4,82.1,54.1,14.7,58.6,60.1,95.5,50.6
PHI,PHI vs. HOU,10/25/17,L,48,105.1,107.1,-2.1,67.4,1.81,19.6,39.3,80.5,56.7,16.2,50.5,51.3,98.5,46.9
PHI,PHI @ DET,10/23/17,W,48,99,86.9,12.1,71.4,1.19,18.7,26.2,76.4,54.6,21.4,52.7,56.7,98.5,64.2
PHI,PHI @ TOR,10/21/17,L,48,86.2,116.4,-30.1,56.3,0.9,13,22.8,76,47.7,18.3,43.9,48,109.5,28.9
PHI,PHI vs. BOS,10/20/17,L,48,93.9,102,-8.1,57.1,1.18,14.7,30.5,66.7,47.8,17.3,43.5,46.4,99,42.9
PHI,PHI @ WAS,10/18/17,L,48,108.5,112.1,-3.7,58.1,1.47,17.2,26.9,67.2,48.2,16,54.3,56.7,106.5,46.6
PHX,PHX @ DAL,4/10/18,W,48,130.5,103.2,27.3,72.9,2.33,25.4,25.8,63.6,51.5,15.8,71.7,72.7,94.5,70
PHX,PHX vs. GSW,4/8/18,L,48,98,114.7,-16.7,61.5,1.6,17.3,23.6,84.8,51.5,14.7,47.8,50.5,102,39.8
PHX,PHX vs. NOP,4/6/18,L,48,98.1,114,-15.9,54.1,1.43,14.2,26.2,66.7,45.8,13.3,44.1,48.8,106,40.6
PHX,PHX vs. SAC,4/3/18,W,48,99,94.9,4,51.4,1.2,14.2,23.9,78.3,54.7,15.3,49.4,53,98.5,57.4
PHX,PHX @ GSW,4/1/18,L,48,105.9,114.7,-8.8,63.4,1.73,18.8,21.6,81,48.4,14.9,51.7,55.1,101.5,43.7
PHX,PHX @ HOU,3/30/18,L,48,106.2,108.3,-2.1,56.1,1.28,17.6,28.9,82,56.8,18.6,56,57.4,96.5,48.9
PHX,PHX vs. LAC,3/28/18,L,48,98,109.9,-11.9,44.7,1.21,13.2,20.8,71.4,43.2,13.9,48.9,51.6,101,41.4
PHX,PHX vs. BOS,3/26/18,L,48,101.1,108.5,-7.4,50,1.06,14.4,28,74,51,18.3,51.9,52.6,93.5,44
PHX,PHX @ ORL,3/24/18,L,48,97.1,104,-6.9,58.3,1.5,15.6,23.2,67.3,44.4,13.7,44.4,49.3,101.5,42.7
PHX,PHX @ CLE,3/23/18,L,48,91.3,114.3,-22.9,63.2,1.41,17.5,18.5,66,41.3,16.3,47.7,49.6,104.5,35.6
PHX,PHX vs. DET,3/20/18,L,48,88.9,113.9,-25,64.7,1.16,15.7,32.2,74.5,52.6,19.2,41.7,44.5,100,33.3
PHX,PHX vs. GSW,3/17/18,L,48,105.8,119.2,-13.4,56.4,1.16,16.2,22,74.5,47.4,18.4,54.3,57.5,103.5,42.4
PHX,PHX @ UTA,3/15/18,L,48,85.4,111.5,-26.1,43.8,0.64,10.7,25,72.6,50,21.4,42.8,47,103.5,30.5
PHX,PHX vs. CLE,3/13/18,L,48,94.7,115.2,-20.5,44.7,0.94,11.3,35.5,82.6,55.6,15.9,41.8,48.1,112.5,37.9
PHX,PHX @ CHA,3/10/18,L,48,116.2,119.6,-3.4,64.3,1.8,20.1,17.8,71.1,44.4,15.2,61.4,62.9,100.5,45.4
PHX,PHX @ OKC,3/8/18,L,48,83.7,111.7,-28,48.4,1,11.5,20.6,86.4,47.7,14.4,38.6,43.5,103.5,31.3
PHX,PHX @ MIA,3/5/18,L,48,105.1,127.6,-22.4,50,1.17,15.9,27.5,64.4,44.8,18.4,54,54.3,98,32.9
PHX,PHX @ ATL,3/4/18,L,48,108.7,108.7,0.1,71.7,2.36,22.6,20,73.1,47.1,13.6,56,56.8,103.5,51.1
PHX,PHX vs. OKC,3/2/18,L,48,113.7,121.6,-7.8,56.5,1.73,17.8,35.8,63.6,50,14.7,53.6,55.8,102,47
PHX,PHX @ MEM,2/28/18,W,48,102.8,96.2,6.6,50,1.19,14,20.8,73.7,48.2,15,49.4,55.2,106.5,55.2
PHX,PHX @ NOP,2/26/18,L,48,106.4,113.6,-7.2,54.8,1.64,15.4,29.8,75,51.4,12.8,46.9,52.2,109.5,42.8
PHX,PHX vs. POR,2/24/18,L,48,102,105,-3,59,1.44,16.8,25.5,74.2,53,15.7,51.1,54,101.5,53.4
PHX,PHX vs. LAC,2/23/18,L,48,104.5,115.3,-10.9,48.9,1.83,14.5,28.8,75.6,47.7,10.7,48.1,50.2,111.5,43.1
PHX,PHX @ UTA,2/14/18,L,48,101,113.8,-12.8,55.9,1.58,15.3,18,70.4,45.2,12.5,50.6,54.2,95,42
PHX,PHX @ GSW,2/12/18,L,48,81.4,125.2,-43.9,39.4,0.76,9.6,31.3,78,49.1,16.7,36.3,39.6,102.5,18.7
PHX,PHX vs. DEN,2/10/18,L,48,113,121.8,-8.8,52.2,1.6,17.6,26.7,67.4,46.6,15,58.9,59.5,100.5,46.3
PHX,PHX vs. SAS,2/7/18,L,48,80.2,127.7,-47.5,45.5,1.36,11.4,23.5,68,42.4,10.9,35.6,38.6,101,22.8
PHX,PHX @ LAL,2/6/18,L,48,94.9,114.3,-19.4,66.7,2.18,16.9,31.3,71.1,47.7,11.2,42.6,44.7,98,37.6
PHX,PHX vs. CHA,2/4/18,L,48,114.6,117.3,-2.8,58.5,1.26,19.2,13.9,64.4,45.3,19.8,63,66.5,97,48.2
PHX,PHX vs. UTA,2/2/18,L,48,98,130.3,-32.3,52.8,1.58,14.8,18.9,76.2,44.2,12.1,46.6,50.9,99,31.3
PHX,PHX vs. DAL,1/31/18,W,48,108.5,92.6,15.9,57.5,1.28,17.8,26.1,69.4,50.9,19.1,54.8,56.9,94.5,57.5
PHX,PHX @ MEM,1/29/18,L,48,111.2,121.2,-10,52.6,1,14.5,40.8,60.5,49.4,20.4,50.6,55.7,98.5,41.8
PHX,PHX @ HOU,1/28/18,L,48,101,110.8,-9.8,47.2,1.31,13.3,19.6,80,47.9,12.9,47.1,52.9,101.5,43.1
PHX,PHX vs. NYK,1/26/18,L,48,86.7,109.2,-22.4,45.5,1,11.3,31.7,71.7,48.6,15.3,41,42.6,98,27.4
PHX,PHX @ IND,1/24/18,L,48,102,116,-14,62.9,1.38,16.3,26.9,87.2,52.7,16.2,47,52.2,99.5,35.7
PHX,PHX @ MIL,1/22/18,L,48,108.2,112.4,-4.1,79.5,1.41,21.8,35,73,53.2,22.7,55.1,59.8,97,49.2
PHX,PHX @ DEN,1/19/18,W,48,114.9,105.3,9.6,70,2.33,21.7,15.9,73.9,45.6,12.8,58,60.1,94.5,54.2
PHX,PHX @ POR,1/16/18,L,48,116.8,124.2,-7.4,56.8,1.62,15.8,34,73.3,52,13.7,50.6,56.2,95,45.3
PHX,PHX vs. IND,1/14/18,L,48,103.2,127.7,-24.5,57.1,1.54,15.4,32.1,80.5,53.2,13.8,46.5,50.8,94,38
PHX,PHX vs. HOU,1/12/18,L,48,96,110.9,-14.9,73,1.42,20.8,9.1,70.2,43.6,19.2,55,56.6,100,43.5
PHX,PHX vs. OKC,1/7/18,W,48,120,106.4,13.6,61.5,2.67,18,29.4,71.4,50,9.5,54,58.1,94.5,54.1
PHX,PHX @ SAS,1/5/18,L,48,84,99,-15.1,62.9,0.96,15.8,21.2,79.2,49,21.7,46.4,48.9,105,40.3
PHX,PHX @ DEN,1/3/18,L,48,106.7,128.8,-22.1,66.7,2.17,17.9,26.8,72.7,43.8,11.5,49.5,53.2,104,35.6
PHX,PHX vs. ATL,1/2/18,W,48,104,105.1,-1.1,61.5,1.09,17.3,35.7,68.5,54.2,22,55.2,58.8,99,55.4
PHX,PHX vs. PHI,12/31/17,L,48,103.8,116,-12.3,48.6,1.13,12.8,30.4,66.7,45.3,15.1,47.7,53.4,106,37.6
PHX,PHX @ SAC,12/29/17,W,48,120.7,112.2,8.4,63.4,2.36,19.3,39.6,80,59.1,12,55.9,58.1,91,54.4
PHX,PHX vs. MEM,12/26/17,W,48,103.1,98,5.1,75,1.14,17.9,32.6,74.1,55.7,21.9,50,56.6,97.5,53
PHX,PHX vs. MIN,12/23/17,L,48,107.1,117.3,-10.3,60,1.85,17.6,27.5,65.9,45.3,13.1,52.9,54.9,98.5,43.6
PHX,PHX vs. MEM,12/21/17,W,48,109,104.4,4.6,63.6,2.1,16.8,29.4,61.8,46.2,11.2,46.9,52.2,90,51.8
PHX,PHX @ LAC,12/20/17,L,48,96.9,110.2,-13.3,62.9,2.2,15.7,31.7,78,52.2,10.2,40.2,45.1,98,40.4
PHX,PHX @ DAL,12/18/17,W,48,97,90.1,6.9,48.6,0.89,13.5,19.6,77.2,51.5,19,50.6,54.7,100.5,52
PHX,PHX @ MIN,12/16/17,W,48,111.3,109.3,2.1,66.7,0.81,16.1,42.9,67.8,57.4,27.8,53.5,61.8,97,52
PHX,PHX vs. TOR,12/13/17,L,48,111.2,115,-3.8,54.1,1.82,15.4,24,66.7,46.2,11.2,49.4,55.6,99,48
PHX,PHX @ SAC,12/12/17,L,48,100,105.3,-5.3,59.5,1.83,16.9,29.1,66,47.2,13,45,47.8,93,46.1
PHX,PHX vs. SAS,12/9/17,L,48,106.3,110.6,-4.3,31.4,1,9.3,28.6,58.8,44,11.6,48.1,54.2,94.5,45.8
PHX,PHX vs. WAS,12/7/17,L,48,107.6,116,-8.3,61.1,1.57,17.6,24.4,75,49.4,15.2,50.6,54.8,93,45.6
PHX,PHX @ TOR,12/5/17,L,48,105.6,117.8,-12.1,62.2,1.35,17.3,9.8,73.5,44.4,15.9,55.3,61.6,107,45.4
PHX,PHX @ PHI,12/4/17,W,48,118.6,104.1,14.4,56.8,2.27,18.2,29.4,65.4,47.6,11.3,53.8,57.1,97,56.7
PHX,PHX @ BOS,12/2/17,L,48,118.1,123.4,-5.3,50,2,16.8,45.5,82.9,61.5,12.8,51,52.4,94,44.3
PHX,PHX @ DET,11/29/17,L,48,97.3,121.3,-24,53.8,1,15,20.4,78,46.7,19.1,50.6,55.5,109,38.3
PHX,PHX @ CHI,11/28/17,W,48,105.1,100,5.1,65.8,1.67,18.1,30.6,80.7,57.5,15.2,50,53.5,99,53.8
PHX,PHX @ MIN,11/26/17,L,48,112.5,125.3,-12.8,58.1,1.56,18.7,29.5,55.3,42.9,16.7,58.2,59.8,95.5,43.1
PHX,PHX vs. NOP,11/24/17,L,48,91,112.7,-21.7,32.4,0.71,9.2,31.7,64.7,46.8,17,40.4,44.6,101,34.8
PHX,PHX vs. MIL,11/22/17,L,53,94.7,100,-5.3,40.5,0.52,9.7,45.8,73.7,59.5,25.7,43.5,49.8,102.34,45.7
PHX,PHX vs. CHI,11/19/17,W,48,108.7,101,7.7,71.1,2.67,21.9,21.3,71,49.5,11.5,54.5,57.3,104,61.5
PHX,PHX @ LAL,11/17/17,W,48,108,100,8,58.3,2,18.1,24.6,77.1,48.6,12.4,52.9,54.8,113,50.6
PHX,PHX vs. HOU,11/16/17,L,48,106.4,129.1,-22.7,59.6,1.87,17.6,35.5,73.5,52.3,13.8,50,51.2,109.5,38.9
PHX,PHX vs. LAL,11/13/17,L,48,88.6,95.2,-6.7,40.5,0.88,10.9,29,80.4,53.4,16.2,42.6,44.8,105,44.5
PHX,PHX vs. MIN,11/11/17,W,48,112.4,104.8,7.6,45.7,1.17,15.6,26.2,66.7,50,17.1,59.3,61.1,105,55
PHX,PHX vs. ORL,11/10/17,L,48,100.9,117.4,-16.5,29.5,0.87,9.6,25,75.6,48.5,13.5,49.5,53.3,110,37.3
PHX,PHX vs. MIA,11/8/17,L,48,108.5,118.9,-10.4,50,1.82,14.9,16.7,73.2,41.1,10.4,52.3,56.8,106,39.5
PHX,PHX vs. BKN,11/6/17,L,48,87.6,92.5,-4.8,43.3,0.76,9.6,30.5,73.2,51.3,16.2,38.4,45.4,105.5,43.5
PHX,PHX @ SAS,11/5/17,L,48,97.9,114.3,-16.3,62.2,1.28,17.6,27.1,74.5,50.5,18.6,50.6,52.4,97.5,42.5
PHX,PHX @ NYK,11/3/17,L,48,107,121.2,-14.2,50,1.7,12.1,37.9,72.1,51.4,10,39.7,47.2,99.5,35.9
PHX,PHX @ WAS,11/1/17,W,48,122,114.9,7.1,56.1,2.3,17,26.7,66.7,48.5,10,54.8,61.2,100.5,56.6
PHX,PHX @ BKN,10/31/17,W,48,105.2,99.1,6,40,0.9,12.2,25,86.2,59,17.2,52.1,57.2,115.5,57
PHX,PHX @ POR,10/28/17,L,48,101.9,106.5,-4.6,56.8,1.24,15.1,23.6,69.2,45.8,16.2,47.7,53.4,106,46.1
PHX,PHX vs. UTA,10/25/17,W,48,96,87.1,8.9,42.9,1.13,13.1,32.7,78.4,54.7,15.8,46.9,48.5,101,52.8
PHX,PHX vs. SAC,10/23/17,W,48,112.5,110.6,1.9,47.6,1,14.9,27.8,67.2,52.6,19.2,61,65.8,104,56.6
PHX,PHX @ LAC,10/21/17,L,48,84.6,123.8,-39.2,70.4,0.95,14.7,12.5,73.3,41.9,19.2,42.3,50.2,104.5,28.5
PHX,PHX vs. LAL,10/20/17,L,48,108.3,110,-1.7,37.8,0.89,11.4,23.1,82.7,52.9,15.8,56.5,59.8,120,50.4
PHX,PHX vs. POR,10/18/17,L,48,76,122.8,-46.8,35.7,0.63,8.1,25.8,53.2,37.6,16,35.4,39.2,100.5,16.4
POR,POR vs. UTA,4/11/18,W,48,104.1,95.9,8.2,46.3,1.9,15.1,19.2,69.5,45.9,10.2,51.1,53.1,97.5,56.6
POR,POR @ DEN,4/9/18,L,48,86.3,90.7,-4.4,32.3,0.59,7.8,34.3,73.2,52,17.9,36.7,40.2,96,31.4
POR,POR @ SAS,4/7/18,L,48,112.9,123.4,-10.5,42.9,1.38,14.6,26.1,80,51.2,14,54,56.5,93.5,41.7
POR,POR @ HOU,4/5/18,L,48,97.9,101.1,-3.1,41,0.89,12.7,31.3,83.7,56,18.8,50,51.6,95.5,48.2
POR,POR @ DAL,4/3/18,L,48,105.8,112.7,-6.9,71.8,2.15,19.7,22.4,84.3,54,12.6,50.6,55.9,102.5,47.9
POR,POR vs. MEM,4/1/18,W,48,114.1,98,16.1,71.8,2,20.3,24.4,75.5,51.1,14.1,53.6,59.5,99.5,59.4
POR,POR vs. LAC,3/30/18,W,48,108.2,99,9.3,73.2,2.73,21,31.5,67.8,50.4,11.3,47.4,51.5,97,61.7
POR,POR @ MEM,3/28/18,L,48,107.3,110.2,-2.9,39.5,1.25,12.5,20,66.7,44.1,12.5,53.2,55.9,97,47.4
POR,POR @ NOP,3/27/18,W,48,105.9,100,5.9,45.5,2,14.4,29,66.7,46,9.9,46.7,48.9,102,47.5
POR,POR @ OKC,3/25/18,W,48,114.9,110.5,4.4,47.6,1.43,15.2,38,66.7,52.5,14.9,51.7,54.9,94.5,53.2
POR,POR vs. BOS,3/23/18,L,48,106.4,111.7,-5.3,40,2,13,27.5,76.2,49.5,8.5,48.4,51.2,94,45.2
POR,POR vs. HOU,3/20/18,L,48,124.7,127.8,-3.1,50,2.5,16.7,26.1,73.9,50,9,56.2,59.8,89.5,53.8
POR,POR @ LAC,3/18/18,W,48,123.2,111.2,12,52.2,1.85,17.3,32.7,76.9,55.4,13.1,57.6,60.5,98.5,55.2
POR,POR vs. DET,3/17/18,W,48,108.7,94.6,14.1,60.5,2.09,17.8,28,80.8,54.9,12,48.3,52.7,92,59.6
POR,POR vs. CLE,3/15/18,W,48,114.1,107.1,7,60.5,3.71,18.4,30.9,90.7,57.1,7.1,51,54.1,98.5,56.6
POR,POR vs. MIA,3/12/18,W,48,117.3,100,17.3,60.5,1.77,17.4,25,77.8,52.9,13.3,54.2,59.8,98.5,58.7
POR,POR vs. GSW,3/9/18,W,48,131.6,113.7,17.9,47.7,1.91,15.8,38.3,76.7,56.7,11.6,58.4,62,95,55.6
POR,POR vs. NYK,3/6/18,W,48,115.6,91.6,24,62.9,1.1,16.3,35.4,80,58.2,20.8,55.6,60.6,95.5,59.5
POR,POR @ LAL,3/5/18,W,48,103.8,98.1,5.8,54.3,1.36,14.2,20.8,80.7,51.8,13.5,48.2,54.2,104.5,50.3
POR,POR vs. OKC,3/3/18,W,48,109.1,100,9.1,51.3,1.33,14.7,34,69.8,52.4,15.2,50.6,55,99.5,55.5
POR,POR vs. MIN,3/1/18,W,48,106.9,98,8.9,47.2,2.13,12.8,25.9,79.6,50.5,7.9,44,50.3,101,52.7
POR,POR vs. SAC,2/27/18,W,48,117.2,100,17.2,61.4,1.5,19.6,27.9,80,55.9,18.2,61.3,63.4,99,55.9
POR,POR @ PHX,2/24/18,W,48,105,102,3,38.5,2.5,11.3,25.8,74.5,47,5.9,42.4,47.2,101.5,46.6
POR,POR @ UTA,2/23/18,W,48,105.3,86.2,19.1,35.9,1.17,11.7,25,76.1,50,12.6,50,53.7,94.5,56.5
POR,POR vs. GSW,2/14/18,W,48,118.3,111.4,6.8,44.4,1.43,14.5,30.6,81.3,55.7,13.5,54.8,59.4,104.5,52.3
POR,POR vs. UTA,2/11/18,L,48,100,118.6,-18.6,48.5,1.23,13.4,15.7,66,39.8,13.5,46.3,52.2,96.5,37.4
POR,POR @ SAC,2/9/18,W,48,125.5,106.4,19.1,41.9,1.64,14.3,31.1,67.3,51,11.7,57.4,61.5,94,58.2
POR,POR vs. CHA,2/8/18,W,53,102.8,97.2,5.7,43.9,1.06,13.4,21.6,80.3,53.6,16,50.6,54.7,96,55.5
POR,POR @ DET,2/5/18,L,48,94.8,115.6,-20.8,48.6,1.38,13.8,27.6,71.1,46.6,13.5,44.7,46.7,96,37
POR,POR @ BOS,2/4/18,L,48,105.5,105.4,0.1,58.3,2.63,16.7,24.6,71.2,46.8,8.8,46.7,49.4,91.5,47.7
